dci,medicamento,pdf_url,info_pdf
Octreotido,Sandostatina Lar,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a95aad006d6611e2ba748143986a52cd,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Olanzapina,Olanzapina Alter,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b94f9e806e5311e2ab45dbc88de77c65,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Olodaterol,Striverdi Respimat,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a4a5ab606e6111e2a21b8b9bbc1092b9,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Olodaterol + Brometo de tiotrópio,Spiolto Respimat,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d321cd500b2911e49af7d23b91af5668,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ondansetrom,Ondansetrom toLife,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6de9cf90dba011e8b4b3ac2e67afb99d,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Opicapona,Ongentys,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b619a2f03d4511e69331c3b08da4b116,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Orlistato,Beacita,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=4ed953b06e5411e28b87aa33ac5ee41b,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Oseltamivir,Tamiflu,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=99ec74d06d8311e2be04c80ef35d9272,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ospemifeno,Senshio,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=7dbcb6b0075d11e48e19d3812c2c9cc9,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Oxazepam,Serenal,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d1fe45506d6611e29f98c52568588d28,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Oxcarbazepina,Proaxen,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=480d10c06d6011e2971e8691f2fc8533,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Oxibutinina,Ditropan,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=771cb1106c8711e2ac55d75249dace06,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Oxicodona,Olbete,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=dbfa11c06e6411e2be58aab256ac515c,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Oxicodona + Naloxona,Oxicodona + Naloxona Sandoz,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=92faf6ab60ca4195b1af989ea5b9022b,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Oxihidróxido sucroférrico,Velphoro,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=87d01a6026c611e4b5b88730c26070c1,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Oximetazolina,Alerjon,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ebda73f06d5b11e2ad83c0a3fe116604,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Paliperidona,Paliperidona Pentafarma,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=3ca485a5bbe04cad8829c1366bb4cbd9,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Pancreatina + Dimeticone,Pankreoflat,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=23d4a8806d6511e2b70489088cace55d,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Pantoprazol,Pantoprazol Tecnigen,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=fefdf2b06d9011e2b6e7d143e20c356d,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Paracetamol + Bromofeniramina + Cafeína + Ácido ascórbico,Ilvico,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=14185de06d6211e28cb4f0de57411003,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ácido acetilsalicílico + Paracetamol + Cafeína,Voltamig,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=7975f9e06e7511e2a19493c45ab39844,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Paracetamol + Clorofenamina + Fenilefrina,Gripalgin,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=551d3f1edcbb467284c43d2344df000b,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Paracetamol + Fenilefrina + Guaifenesina,Antigrippine Trieffect Tosse,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=01da65508baa11e69d4ec09963d4a8c6,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Paracetamol + Feniramina + Ácido ascórbico,Flucavex,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=508faf70634311e4b003eced8a1a61bd,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Paracetamol + Propifenazona + Cafeína,Saridon-N,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=af5410706d6611e2a243d83fe5064bcf,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Paracetamol + Pseudoefedrina,Sinutab II,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ea4f66206d6611e2844da62c62b9c77a,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Paracetamol + Tiocolquicosido,Adalgur N,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b1499fe06d5b11e2bd4bd432b5ac17da,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ácido acetilsalicílico + Paracetamol + Ácido ascórbico,Afebryl,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=cccdb1206d5b11e28641ae1d08addc9d,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Parecoxib,Dynastat,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=7b2f6b506e1511e29a1bc40aadb9194c,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Paricalcitol,Zemplar,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=43eb2ba06d9011e2847bf985c88aee10,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Paroxetina,Paroxetina Bluepharma 20 mg Comprimidos Revestidos,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5bce3ad06db011e2bbcffc522011111f,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Pasireotido,Signifor,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6c513e906e6a11e4b15ca48152ba4664,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Patirómero,Veltassa,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=43b4ebc0566711e7b993849ad6ded8f9,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Peginterferão alfa-2a,Pegasys,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=96dbb2606d8311e2ac3acfeff08cd8f5,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Peginterferão beta-1a,Plegridy,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b5679bd0127411e4a2f4a3b3b39eed9e,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Penciclovir,Fenivir,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=864262206d6811e2b76ca61865bcc45f,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Penicilamina,Kelatine,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=87b932606d6211e298868d5644d92251,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Pentoxifilina,Pentoxifilina Generis,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=15bbe6906e2411e2ae41fb161ddb65c6,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Perampanel,Fycompa,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6dbf82106e5c11e2b4c0edb3b274ef11,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Perindopril + Indapamida,Perindopril + Indapamida Anova,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2188b2406e4d11e28ee6eddf80c26125,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Perindopril + Indapamida + Amlodipina,Co-Amlessa,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=314059f01d6911e4a905acd3755df8b7,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Peróxido de hidrogénio,Crystacide,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e1c1e3f06d5e11e2ba11c9c7e1d6cf13,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Phleum pratense,Grazax,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=4d67b1706d8711e28756dc2fa8a3383d,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Picetoprofeno,Picalm,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=96d67de06d6511e28584f036ca9c9836,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ácido cítrico + Óxido de magnésio + Picossulfato de sódio,Picoprep,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a00f53106da011e28383e5d79d545962,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Pidolato de magnésio,Magnesona,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=738ac3c06d6311e2a68592198dcebdd0,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Pimecrolímus,Elidel,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=409b8ca06daa11e295489bd40210638b,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Pimozida,Orap Forte,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ef3b3c106d6411e2a5d9c86c24656023,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Pioglitazona + Alogliptina,Incresync,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2a6cb0c029c111e3b80c9211a79ac79d,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Piracetam + Vincamina,Anacervix Forte,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=4a434e806d5c11e2900df55dde30a2e5,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Piribedil,Trivastal 50 Retard,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=029f59006d6811e2ac52cbc87e9fb604,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Piritiona zinco,Z.P. Dermil,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f01a7bb06d6811e28131d786b9db4c01,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Pirlindol,Implementor,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2f8823d06d6211e2a8afe63d25403811,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Piroxicam,Flexar,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a07709a06d6011e28ff6b1d68336dbe1,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Pitavastatina,Alipza,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f7b8ecb06da111e28c5db9012a52309f,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Pitavastatina + Ezetimiba,Ezepix,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=1dd0f06b695c53b5e060a8c034297387,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Pitolisant,Wakix,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=fd1bbb60e45e11e590fed513ecab3e9a,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Pivmecilinam,Selexid,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=bab286906d6611e2a3e4eacddead1269,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Plantago afra,Mucofalk,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=20b92d206d6411e2a4d5e40b9c89e266,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Policresaleno + Cinchocaína,Faktu,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=418465a06d6011e2bf8ee876e7b7a3e6,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Polistireno sulfonato de cálcio,Resical,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=bd1512606d8c11e289b3a30ab989bbdb,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Polistireno sulfonato de sódio,Resonium,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=8f794f406d6611e2aebfed11ac4655a4,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Polisulfato sódico de pentosano,Thrombocid,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a0807b506d6711e2a390a2ad6c62839a,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Pramipexol,Pramipexol Aurobindo,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=257d07d06e5611e29e0b9f66c436381f,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Prasterona,Intrarosa,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=0c96bc30fb9a11e7ab848c7ff979c7b5,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Prasugrel,Prasugrel Pentafarma,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6da733f0ab5e11e88e6ae97c35cc0d71,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Pravastatina,Pravastatina Jaba 10 mg Comprimidos,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=64294e406dab11e2841ef1de1a629147,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Pravastatina + Fenofibrato,Pravafenix,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=cc7300a06da011e2b84a86cf21f2ddfc,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Prednisolona + Neomicina + Sulfacetamida,Meocil,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b70c90606d6311e29a06c3d55322be80,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Pregabalina,Pregabalina Sandoz,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=c049919019b511e5b520b398b757afc5,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Primidona,Mysoline,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=392799f06d6411e2a7c8a9e44254b032,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Propafenona,Rytmonorm,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=92a8bd406d6611e2b9c9ae8cdb7a5544,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Propiltiouracilo,Propycil,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f6addc906d6511e28581e740a575c44e,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Propiverina,Mictonorm OD,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=c23806706da111e2b4a6b68d14d2ba9d,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Propranolol,Inderal,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2010cc206c8811e295d0c202e7bce1d5,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Proteínosuccinilato de ferro,Fervit,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=af2cc8706d5d11e2992ca181adc9b8c0,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Prulifloxacina,Oliflox,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e7262b506db611e2bee081151382c2cf,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Pseudoefedrina + Triprolidina,Actifed,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a138c5406d5b11e29d46f994464faf81,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Quetiapina,Quetamed,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=51ec7c60381d11e8b6a3c55262f4d7d3,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Rabeprazol,Rabeprazol Mylan,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=cddc1a906e7111e288f4fc7f21160594,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Racecadotril,Tiorfan Infantil,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a930f3606db211e2a6defc9565078197,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Raloxifeno,Raloxifeno Tolife,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b18cbd506e6111e29f088ce59d0e6a77,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ácido acetilsalicílico + Atorvastatina + Ramipril,Trinomia,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a14e05f0e26b11e391a1d7ef23df962c,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ramipril + Amlodipina,Mepranil,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=4b8211a071ee11e79a9af30414a77b48,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ramipril + Bisoprolol,Risoram,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=28daaa47ed094a89e060a8c0342956ec,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Rasagilina,Rasagilina Pharmakern,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ca7417a000b311e59e79951416c02c59,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Relugolix,Orgovyx,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=7e5a380e83dd4bf2888508972a7a7401,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Relugolix + Estradiol + Noretisterona,Ryeqo,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b61bb3e4d3aa488aa004e19ee0c11a40,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Rifaximina,Xifaxan,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=344df0d06d8411e28004d3da2f4aacb9,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Rilmenidina,Rilmenidina Grindeks,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e14f75966a53b4dbe050a8c034293bd7,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Riluzol,Riluzol Aurovitas,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5501d4106e6d11e2bc6de031061bacec,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Rimegepant,Vydura,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5c7f51c8ac7e417e9655d55603ab42f2,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Risedronato de sódio,Risedronato de sódio Mylan,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=c34041f06d9111e291bed7a821aa70bf,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Risperidona,Risperidona Grindeks,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=428704d964ad44f0a750c724f77f66de,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Rivastigmina,Exelon,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=be199ab06c8711e29592bd4e7b4aa307,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Rizatriptano,Maxalt,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=94a17ee06c8811e298278270e0f6fcff,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Roflumilaste,Daxas,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=15738a904e1a11e8b2cc95785c324cca,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Romosozumab,Evenity,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=1ce5fed030e111e8aadec2ff8aa04919,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ropinirol,Ropinirol Mylan,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5f78550032e511e6b87d8c54f99532b8,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Rosuvastatina + Amlodipina,Asutam,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5a728300566111e7a016bf290db67696,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Rosuvastatina + Ramipril,Rosuvastatina + Ramipril Sandoz,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=3b36e211182343e7ade93ecc586c3960,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Rosuvastatina + Valsartan,Valarox,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=4996a6d0a01711e59828a1231fbf0a7f,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Rosuvastatina + Ácido acetilsalicílico,Aspifox,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=8ecccc20021011eab39ae5b09c92ff4e,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Rotigotina,Neupro,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e8a5ca306e2911e29a60d7ab1718c7b4,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Rufinamida,Inovelon,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=47449dc06dba11e28cb2c6179047aff3,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ácido salicílico + Ruibarbo,Pyralvex,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=762357406dd711e29461d3259ee93f97,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Rupatadina,Rupatadina Farmoz,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6c90f610279511e89414a85aa17d94e1,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ruscogenina + Trimebutina,Proctolog,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e72f56e06d6511e2b1aecfd7fa5bd47a,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Saccharomyces boulardii,UL-250,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2a62a3706d6811e296cbf2b92aafae2c,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Sacubitril + Valsartan,Entresto,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e42fadf07e3311e58408b0ef8c8d3031,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Safinamida,Safinamida Generis,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=02507b9482c03890e060a8c034294184,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Salicilato de dietilamina + Mirtecaína,Algesal,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ef431a606d5b11e2b66192fb8a7891c5,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Salicilato de metilo + Levomentol,Salonpas Pain Relief,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a5c876102b4611e3b7719eb9df76bb63,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Saxagliptina + Dapagliflozina,Qtern,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=93a1fbf057c111e6b333c64a310a2262,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
